Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Applicant_per_position
Sales Section Head,Full Time,on-site,AlGammal Contracting,Beni Suef,4,27.0,3,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Operations/Management,"['sales', 'section head', 'engineering', 'mechanical engineering', 'microsoft', 'customer service', 'outdoor sales', 'communication', 'negotiation', 'sales target', 'sales']",both,201,6.0,7.0,Beni Suef,9.0
Sales Teamleader,Full Time,on-site,Nexus Nest - Boldroutes,cairo,28,15.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['real estate', 'sales', 'sales target', 'communication', 'microsoft', 'sales', 'leadership', 'customer relationship']",Female,201,3.0,5.0,New Cairo,15.0
Sales Teamleader,Full Time,on-site,INVESTA,cairo,19,31.0,1,Manager,Bachelor'S Degree,15000 To 25000 EGP Per Month,Operations/Management,"['sales', 'sales', 'sales target', 'communication', 'real estate', 'sales', 'real estate sales', 'property sales', 'sales planning']",both,201,5.0,,New Cairo,31.0
Scanning & Data Entry Agent,Full Time,on-site,IRON MOUNTAIN,Sharqia,4,47.0,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Operations/Management,"['operations', 'data entry', 'administration']",both,201,0.0,3.0,10th of Ramadan City,23.0
Security manager,Full Time,on-site,Not Specified,Giza,22,107.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['security', 'information technology (it)']",both,201,5.0,,Dokki,107.0
Senior Data Operations,Full Time,on-site,Aqarmap.com,Alexandria,28,23.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['operations', 'data', 'data', 'business', 'analysis']",both,201,2.0,4.0,Alexandria,23.0
Senior Export Sales Manager - Fresh and Dry Food,Full Time,on-site,OSIRIS commercial agencies,cairo,9,24.0,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['sales planning', 'sales', 'market analysis', 'export sales', 'communication', 'customer service', 'english', 'customer relationship', 'enterprise resource planning', 'sales', 'sales target', 'logistics', 'export', 'fresh and dry food expertise', 'international trade regulations', 'business', 'sales', 'marketing']",both,201,3.0,15.0,New Cairo,12.0
Senior Marketing Executive,Full Time,on-site,Rameda,cairo,23,41.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['communication', 'microsoft', 'communication', 'sales', 'marketing', 'sales', 'media']",both,201,2.0,5.0,New Cairo,41.0
Senior Operational Risk Analyst,Full Time,on-site,Al Ahly capital holding - Al Ahly Tamkeen,cairo,2,15.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['risk assessment', 'risk', 'risk', 'operational risk', 'rcsa']",both,201,3.0,5.0,Maadi,15.0
Senior Outgoing Specialist,Full Time,on-site,Come To Egypt,Giza,56,21.0,3,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Benefits: Base Salary. Stable Pay And Budgeting. Bonas Medical Coverage. Competitive Salary, KPIs, And Commission Growth. Growth Opportunities In Travel Field Paid Courses",Operations/Management,"['outgoing', 'travel', 'reservation', 'tourism', 'tours', 'travel coordination', 'travel sales', 'travel planning', 'travel', 'packages']",both,201,3.0,7.0,Mohandessin,7.0
Senior Toll in-out Manufacturing Specialist,Full Time,on-site,Semak,Giza,25,37.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical & Social Insurance.",Operations/Management,"['communication', 'manufacturing', 'pharmaceutical', 'toll manufacturing', 'cosmetology', 'production']",both,201,3.0,4.0,Dokki,37.0
Senior Warehouse Accountant,Full Time,on-site,El Teriak Industrial Group,cairo,19,89.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['warehouse', 'warehousing', 'purchasing', 'warehouse', 'logistics', 'communication', 'chain', 'communication', 'supply', 'accounting', 'analysis', 'software', 'sales target', 'sales', 'enterprise resource planning', 'warehouse system']",both,201,2.0,4.0,Zamalek,89.0
Senior content Operations Specialist,Full Time,on-site,ARPUPLUS,Giza,56,14.0,1,Experienced (Non-Manager),Not Specified,"Confidential, Bonus",Operations/Management,"['content', 'digital', 'operations', 'communications']",both,201,4.0,5.0,Giza,14.0
Shipping Line Operations Manager,Full Time,on-site,Enjaz link,"Salalah, Oman",56,382.0,1,Manager,Bachelor'S Degree,5000 To 6000 OMR Per Month,Operations/Management,"['shipping line', 'logistics', 'operations', 'supply chain', 'shipping', 'operations', 'fcl shipping']",both,201,3.0,5.0,Salalah,382.0
Shopify Website Manager / Moderator,Full Time,on-site,Kampaign Agency,Giza,3,8.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['shopify', 'cms', 'store operations']",both,201,1.0,3.0,6th of October,8.0
Spare Parts Demand Planning,Full Time,on-site,eXtra (United Electronics Co.),cairo,28,24.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['communication', 'english', 'planning', 'projects', 'spare parts']",both,201,2.0,6.0,Cairo,24.0
Sr Pricing analyst,Full Time,on-site,Sky Distribution,Giza,56,22.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['microsoft power bi', 'financial data analysis', 'business analysis', 'business intelligence', 'web scraping']",both,201,3.0,7.0,Sheikh Zayed,22.0
Store Manager,Full Time,on-site,HK Designs,cairo,28,31.0,1,Manager,Not Specified,"11000 To 14000 EGP Per Month, Comission And Bonus",Operations/Management,['retail'],both,201,5.0,10.0,Heliopolis,31.0
Store Supervisor,Full Time,on-site,Aman,cairo,23,19.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,8000 To 12000 EGP Per Month,Operations/Management,"['administration', 'retail', 'sales', 'sales', 'business', 'business administration', 'business development']",both,201,1.0,4.0,Heliopolis,19.0
Supply Chain Manager,Full Time,on-site,Saudi German Hospital,Alexandria,28,256.0,1,Manager,Not Specified,Confidential,Operations/Management,"['business', 'procurement', 'purchasing', 'supply chain', 'supply', 'supply chain', 'business administration']",both,201,3.0,,Agami,256.0
Supply Chain Manager,Full Time,on-site,Not Specified,cairo,22,236.0,1,Manager,Not Specified,Confidential,Operations/Management,"['administration', 'analysis', 'planning', 'procurement', 'supply chain']",both,201,7.0,15.0,Downtown,236.0
Supply Chain Planning,Full Time,on-site,Zahranco Engineering Trade,Giza,27,60.0,1,Manager,Not Specified,"25000 To 30000 EGP Per Month, One Month Bonus Per Year",Operations/Management,"['communication', 'engineering', 'supply chain', 'planning', 'purchasing', 'supply chain', 'warehousing']",both,201,10.0,15.0,6th of October,60.0
Team Member,Full Time,on-site,Fruit Basket International ( FBI ),cairo,28,17.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['team member', 'cashiering', 'customer service', 'hotel, restaurant, cafe', 'club']",both,201,,,New Cairo,17.0
Tech Lead,Full Time,on-site,Rescounts,cairo,25,19.0,1,Manager,Not Specified,2000 To 2100 USD Per Month,Operations/Management,"['agile', 'aws', 'react', 'software development', 'javascript']",both,201,8.0,10.0,Cairo,19.0
Technical Operation Manager - Agriculture - Olives,Full Time,on-site,Not Specified,Giza,14,34.0,1,Manager,Not Specified,"30000 To 35000 EGP Per Month, Additional Bonus Based On Performance.",Operations/Management,"['agriculture', 'operation manager']",both,201,7.0,9.0,6th of October,34.0
Territory Operations Manager,Full Time,on-site,Pharma Overseas,cairo,28,78.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['operations manager', 'territory operations manager', 'pharmaceutical industry', 'pharmaceutical distribution']",Male,201,9.0,16.0,Cairo,78.0
Tour Operator,Full Time,on-site,Come To Egypt,Giza,56,47.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['itineraries', 'operations', 'tourism', 'tours', 'ticket', 'travel itineraries', 'travel', 'accommodation', 'customer support', 'transportation']",both,201,3.0,5.0,Mohandessin,47.0
Traditional Trade Sales Manager,Full Time,on-site,Midea Group,cairo,56,194.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['sales', 'sales target', 'traditional trade', 'trade', 'sales', 'sales', 'customer relationship', 'home appliance']",both,201,9.0,12.0,Cairo,194.0
Travel Consultant - Hajj & Umrah,Full Time,on-site,Air Arabia,Giza,13,13.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['hajj', 'umra', 'retail operations', 'travel', 'tourism', 'religious tourism', 'operations', 'galileo', 'sabre', 'administration', 'travel arrangements', 'travel']",both,201,5.0,6.0,Mohandessin,13.0
Treaury Section Head,Full Time,on-site,MODAD,Giza,20,37.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['engineering', 'finance', 'operations']",both,201,5.0,7.0,Mohandessin,37.0
Unit Manager – Pricing,Full Time,on-site,Allianz,cairo,56,7.0,1,Manager,Not Specified,Confidential,Operations/Management,"['pricing', 'operations', 'actuarial']",both,201,5.0,8.0,New Cairo,7.0
Warehouse Manager,Full Time,on-site,Chemicalplast,cairo,20,175.0,1,Manager,Not Specified,Confidential,Operations/Management,"['business', 'store', 'store', 'store manager', 'manager']",both,201,12.0,15.0,Obour City,175.0
Warehouse Section Head,Full Time,on-site,Midea Group,Giza,16,52.0,1,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Operations/Management,"['administration', 'enterprise resource planning']",both,201,6.0,8.0,6th of October,52.0
Warehouse Supervisor,Full Time,on-site,El Negma Pasta Factory,cairo,21,55.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['warehouse', 'warehousing', 'administration', 'inventory']",both,201,1.0,2.0,Shubra,55.0
Workshop Section Head,Full Time,on-site,MCV,cairo,23,42.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['engineering', 'maintenance', 'mechanical', 'computer', 'automotive', 'communication', 'mechanical engineering', 'microsoft']",both,201,10.0,15.0,Obour City,42.0
head of sales and operation,Full Time,on-site,Mobco Civil Construction,cairo,56,109.0,1,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Operations/Management,"['building information modeling', 'construction', 'engineering', 'heating, ventilation, and air conditioning', 'mechanical engineering', 'plumbing', 'business', 'communication', 'operations', 'sales', 'leadership', 'sales']",both,201,8.0,,Nasr City,109.0
production manager - plastic injection experience,Full Time,on-site,Not Specified,Ismailia,28,59.0,1,Manager,Not Specified,Confidential,Operations/Management,"['engineering', 'production', 'manufacturing']",both,201,8.0,15.0,Ismailia,59.0
Advertising Production Manager,Full Time,on-site,Professional Service - Proserv,cairo,28,89.0,1,Manager,Bachelor'S Degree,,Manufacturing/Production,"['advertising', 'production', 'communication', 'manufacturing', 'production', 'project', 'quality', 'project', 'cladding']",Male,196,4.0,10.0,Nasr City,89.0
Area Sales Supervisor,Full Time,on-site,El - Haggar Misr,Alexandria,56,18.0,1,Manager,Not Specified,Confidential,Manufacturing/Production,"['engineering', 'electrical engineering', 'sales target', 'sales', 'sales', 'mechanical engineering']",both,196,7.0,7.0,Alexandria,18.0
Assembly process Engineer,Full Time,on-site,Groupe- Atlantic,cairo,28,100.0,1,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['engineering', 'mechanical engineering', 'production', 'process', 'manufacturing', 'process improvement', 'python', 'six sigma']",both,196,1.0,2.0,10th of Ramadan City,100.0
Automation Engineer,Full Time,on-site,Not Specified,Giza,56,55.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Manufacturing/Production,"['automation', 'plc', 'scada', 'electrical engineering', 'engineering', 'hmi', 'mechatronics', 'programming']",Male,196,5.0,8.0,6th of October,55.0
Business Coordinator,Full Time,on-site,Anjam Al Reyadah Company,"Khobar, Saudi Arabia",28,42.0,1,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['business', 'business administration', 'communication', 'microsoft', 'sales', 'analysis', 'administration']",both,196,3.0,7.0,Khobar,42.0
CAD Operator,Full Time,on-site,Rakaz Industrial Company,"Jeddah, Saudi Arabia",56,53.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Manufacturing/Production,"['computer-aided design', 'autocad', 'draftsman', 'engineering', '3ds max', 'architecture', 'civil engineering']",both,196,5.0,7.0,Jeddah,53.0
CNC Engineer,Full Time,on-site,EGIC,Beni Suef,4,5.0,4,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Manufacturing/Production,"['communication', 'mechanical engineering', 'production', 'cnc machines', 'cnc', 'programming', 'mechanical', 'engineering']",both,196,1.0,3.0,Beni Suef,1.0
Cables production engineer,Full Time,on-site,iLock,Dakahlia,18,69.0,1,Experienced (Non-Manager),Not Specified,8000 To 17000 EGP Per Month,Manufacturing/Production,"['manufacturing', 'engineering', 'mechanical engineering', 'mechanical', 'production', 'troubleshooting']",both,196,1.0,15.0,Mit Ghamr,69.0
Chemical Specialist.,Full Time,on-site,Intercontrade For Metal and Wooden Industries,cairo,56,184.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Manufacturing/Production,"['chemical', 'chemical engineering', 'quality control', 'quality assurance', 'quality', 'chemistry', 'chemicals', 'manufacturing', 'engineering']",both,196,0.0,2.0,Cairo,184.0
Collection Specialist,Full Time,on-site,PET for Packaging,Sharqia,21,7.0,1,Experienced (Non-Manager),Not Specified,,Manufacturing/Production,"['collection', 'finance', 'accounting']",Male,196,0.0,1.0,10th of Ramadan City,7.0
Commercial Manager,Full Time,on-site,Not Specified,cairo,28,50.0,1,Manager,Master'S Degree,"Confidential, Commissions And Bonuses",Manufacturing/Production,"['commercial', 'marketing', 'market research', 'sales', 'sales', 'finance', 'business administration']",both,196,10.0,15.0,New Cairo,50.0
Continuous Improvement Engineer,Full Time,on-site,Multi M Group,"Qalubia, Egypt",5,23.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Manufacturing/Production,"['green belt', 'lean', 'lean manufacturing', 'manufacturing', 'engineering']",both,196,3.0,,Qalubia,23.0
Copper Artisan and Shield Technician - ( Saudi Arabia - Jeddah ),Full Time,on-site,Osolutions,"Jeddah, Saudi Arabia",28,,1,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['copper', 'shield']",both,196,3.0,10.0,Jeddah,
Cost Accountant,Full Time,on-site,PET for Packaging,Sharqia,21,23.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Manufacturing/Production,"['cost accounting', 'accounting']",Male,196,1.0,1.0,10th of Ramadan City,23.0
Cost Engineer,Full Time,on-site,Haier Electric Egypt,Sharqia,1,,1,Experienced (Non-Manager),Not Specified,15000 To 20000 EGP Per Month,Manufacturing/Production,"['cost control', 'costing', 'manufacturing', 'enterprise resource planning', 'engineering']",both,196,3.0,5.0,10th of Ramadan City,
